date,weekly_sales,holiday_flag,temperature,cpi,unemployment
2010-02-05,49750740.5,0,34.037333333333336,167.73088493999998,8.619311111111111
2010-02-12,48336677.63,1,34.15133333333333,167.82560787333335,8.619311111111111
2010-02-19,48276993.78,0,37.71977777777778,167.87168610444445,8.619311111111111
2010-02-26,43968571.13,0,39.24355555555556,167.9096568711111,8.619311111111111
2010-03-05,46871470.3,0,42.91733333333333,167.9476276622222,8.619311111111111
2010-03-12,45925396.51,0,47.43244444444444,167.98559845111112,8.619311111111111
2010-03-19,44988974.64,0,49.95422222222222,167.93042676888888,8.619311111111111
2010-03-26,44133961.05,0,48.473555555555556,167.85973130444444,8.619311111111111
2010-04-02,50423831.26,0,53.12088888888889,167.7890358711111,8.49771111111111
2010-04-09,47365290.44,0,58.42066666666666,167.71834042444445,8.49771111111111
2010-04-16,45183667.08,0,58.021111111111104,167.66304076,8.49771111111111
2010-04-23,44734452.56,0,57.08955555555555,167.6282687911111,8.49771111111111
2010-04-30,43705126.71,0,57.85466666666667,167.59349682666667,8.49771111111111
2010-05-07,48503243.52,0,64.12511111111111,167.5587248688889,8.49771111111111
2010-05-14,45330080.2,0,60.60955555555555,167.54648468444444,8.49771111111111
2010-05-21,45120108.06,0,66.26266666666668,167.66943518,8.49771111111111
2010-05-28,47757502.56,0,70.46022222222223,167.79238567333334,8.49771111111111
2010-06-04,50188543.12,0,73.41088888888889,167.91533618222223,8.49771111111111
2010-06-11,47826546.72,0,74.53777777777778,168.03828667777776,8.49771111111111
2010-06-18,47622046.23,0,73.56933333333333,168.04938532222224,8.49771111111111
2010-06-25,46609036.29,0,78.78822222222222,168.0157432,8.49771111111111
2010-07-02,48917484.5,0,77.13333333333334,167.9821010888889,8.428577777777777
2010-07-09,47899529.37,0,78.91244444444445,167.9484589666667,8.428577777777777
2010-07-16,46243899.58,0,80.40844444444444,167.95822487555554,8.428577777777777
2010-07-23,44888849.11,0,81.13111111111111,168.02586811555554,8.428577777777777
2010-07-30,44630363.42,0,79.15222222222222,168.09351138666668,8.428577777777777
2010-08-06,48204999.12,0,79.99555555555555,168.16115464666666,8.428577777777777
2010-08-13,46464418.410000004,0,79.48244444444444,168.22879791111112,8.428577777777777
2010-08-20,47060952.92,0,79.46355555555556,168.22879644222223,8.428577777777777
2010-08-27,45909740.44,0,76.73733333333332,168.22879495333333,8.428577777777777
2010-09-03,47194257.61,0,76.44222222222223,168.22879348222222,8.428577777777777
2010-09-10,45634397.839999996,1,72.44977777777777,168.22879198666666,8.428577777777777
2010-09-17,43080726.51,0,71.23377777777777,168.2567725111111,8.428577777777777
2010-09-24,41358514.41,0,71.07955555555556,168.30573945111112,8.428577777777777
2010-10-01,42239875.87,0,69.868,168.35470644222224,8.47528888888889
2010-10-08,45102974.230000004,0,61.734,168.40367343777777,8.475288888888889
2010-10-15,43149473.45,0,60.890888888888895,168.45302036444443,8.47528888888889
2010-10-22,43066669.52,0,59.13088888888888,168.50331730666667,8.47528888888889
2010-10-29,43602830.95,0,59.18577777777778,168.55361422444446,8.475288888888889
2010-11-05,45781981.89,0,52.68288888888889,168.60391111777778,8.47528888888889
2010-11-12,46124800.83,0,50.39977777777777,168.65420804888888,8.475288888888889
2010-11-19,45125584.18,0,48.14244444444444,168.6061089977778,8.47528888888889
2010-11-26,65821003.24,1,47.88955555555556,168.54161062222224,8.47528888888889
2010-12-03,49909027.88,0,41.590888888888884,168.47711224000003,8.47528888888889
2010-12-10,55666770.39,0,39.16511111111111,168.4126138488889,8.475288888888889
2010-12-17,61820799.85,0,40.35177777777778,168.41548208,8.47528888888889
2010-12-24,80931415.6,0,41.17733333333334,168.46887522444445,8.475288888888889
2010-12-31,40432519.0,1,36.782666666666664,168.52226841333334,8.47528888888889
2011-01-07,42775787.769999996,0,35.272666666666666,168.57566157777777,8.2912
2011-01-14,40673678.04,0,30.689555555555554,168.65173252444444,8.2912
2011-01-21,40654648.03,0,37.522222222222226,168.86387010222222,8.2912
2011-01-28,39599852.99,0,34.06444444444445,169.07600767777777,8.2912
2011-02-04,46153111.12,0,30.48088888888889,169.28814525333334,8.2912
2011-02-11,47336192.79,1,32.159111111111116,169.50028284,8.2912
2011-02-18,48716164.12,0,45.88377777777778,169.69322426666668,8.2912
2011-02-25,44125859.839999996,0,43.15533333333333,169.87848722222222,8.2912
2011-03-04,46980603.74,0,44.775333333333336,170.06375018444444,8.2912
2011-03-11,44627319.4,0,47.099555555555554,170.24901313333334,8.2912
2011-03-18,44872325.97,0,52.976444444444446,170.4133855088889,8.2912
2011-03-25,42876199.18,0,51.608666666666664,170.56940168222224,8.2912
2011-04-01,43458991.19,0,48.736444444444444,170.72541787111112,8.150133333333335
2011-04-08,45887466.8,0,55.62733333333333,170.88143404222222,8.150133333333335
2011-04-15,44973328.14,0,56.95333333333333,171.02387778222223,8.150133333333335
2011-04-22,48676692.06,0,59.20533333333333,171.13239054666667,8.150133333333335
2011-04-29,43530032.78,0,62.13977777777778,171.24090331555556,8.150133333333335
2011-05-06,46861958.29,0,58.175111111111114,171.34941607333334,8.150133333333333
2011-05-13,45446144.82,0,65.01066666666667,171.45792884,8.150133333333335
2011-05-20,44046598.01,0,62.41555555555555,171.38618948666667,8.150133333333335
2011-05-27,45293457.04,0,69.53222222222222,171.31445014666667,8.150133333333335
2011-06-03,48771994.18,0,73.37422222222223,171.24271082222222,8.150133333333335
2011-06-10,47669734.660000004,0,74.80177777777777,171.17097147777778,8.150133333333335
2011-06-17,47447561.77,0,74.87511111111111,171.19702633333333,8.150133333333335
2011-06-24,45884094.58,0,76.24422222222222,171.29642686,8.150133333333335
2011-07-01,47578519.5,0,78.75911111111111,171.3958273711111,8.097488888888888
2011-07-08,47859263.78,0,79.95422222222223,171.49522789333335,8.097488888888888
2011-07-15,45515929.92,0,79.96711111111111,171.5864457177778,8.097488888888888
2011-07-22,45274411.39,0,82.17644444444444,171.65720684666667,8.097488888888888
2011-07-29,43683274.28,0,81.208,171.7279679711111,8.097488888888888
2011-08-05,48015466.97,0,81.36666666666666,171.7987290888889,8.097488888888888
2011-08-12,46249569.21,0,80.46,171.86949017999999,8.097488888888888
2011-08-19,46917347.62,0,79.15666666666667,171.92757208666666,8.097488888888888
2011-08-26,47416948.45,0,80.162,171.9835408288889,8.097488888888888
2011-09-02,45376623.27,0,79.29622222222223,172.03950952,8.097488888888888
2011-09-09,46763227.53,1,73.44755555555555,172.09547822,8.097488888888888
2011-09-16,43793960.08,0,71.04422222222223,172.2028438511111,8.097488888888888
2011-09-23,42718096.73,0,68.67133333333334,172.37873869777778,8.097488888888888
2011-09-30,42195830.81,0,72.78822222222222,172.55463353333334,8.097488888888888
2011-10-07,47211688.36,0,63.03644444444444,172.73052837777777,7.804222222222222
2011-10-14,44374820.3,0,63.019555555555556,172.89230366444446,7.804222222222222
2011-10-21,45818953.44,0,60.895555555555546,172.96936151333335,7.804222222222222
2011-10-28,45855821.05,0,56.468888888888884,173.04641936666667,7.804222222222222
2011-11-04,48655544.3,0,49.2,173.12347722444446,7.804222222222222
2011-11-11,48474224.75,0,49.11244444444444,173.20053512444446,7.804222222222222
2011-11-18,46438980.56,0,52.19155555555555,173.30046973333333,7.804222222222222
2011-11-25,66593605.26,1,49.62755555555555,173.4095550711111,7.804222222222222
2011-12-02,49390556.49,0,45.922,173.51864040222222,7.804222222222222
2011-12-09,55561147.699999996,0,38.20911111111111,173.62772574,7.804222222222222
2011-12-16,60085695.94,0,41.065555555555555,173.74333186444446,7.804222222222222
2011-12-23,76998241.31,0,39.611777777777775,173.8676323888889,7.804222222222222
2011-12-30,46042461.04,1,37.92622222222222,173.99193293333335,7.804222222222222
2012-01-06,44955421.95,0,41.13333333333333,174.1162334111111,7.508333333333334
2012-01-13,42023078.48,0,39.69022222222222,174.24053394888887,7.508333333333334
2012-01-20,42080996.56,0,39.74177777777778,174.3181304911111,7.508333333333334
2012-01-27,39834974.67,0,42.726,174.39572700222223,7.508333333333334
2012-02-03,46085608.09,0,44.80444444444444,174.47332353333334,7.508333333333334
2012-02-10,50009407.92,1,39.848,174.55092005111112,7.508333333333334
2012-02-17,50197056.96,0,40.20333333333333,174.65905603555555,7.508333333333334
2012-02-24,45771506.57,0,45.123999999999995,174.79009662666667,7.508333333333334
2012-03-02,46861034.97,0,45.486444444444444,174.92113722666667,7.508333333333334
2012-03-09,47480454.11,0,47.550888888888885,175.05217780222222,7.508333333333334
2012-03-16,46901504.94,0,54.742222222222225,175.16238156444444,7.508333333333334
2012-03-23,44993794.45,0,57.14022222222222,175.24480294222224,7.508333333333334
2012-03-30,45272862.02,0,57.528444444444446,175.32722428,7.508333333333334
2012-04-06,53502315.87,0,57.00222222222222,175.4096456511111,7.419533333333334
2012-04-13,46629261.410000004,0,58.30066666666667,175.49206700222223,7.419533333333334
2012-04-20,45072529.78,0,61.355555555555554,175.52564179555557,7.419533333333334
2012-04-27,43716798.89,0,62.776222222222216,175.5592165911111,7.419533333333334
2012-05-04,47124197.93,0,64.676,175.59279137555555,7.419533333333334
2012-05-11,46925878.99,0,64.838,175.62636617333334,7.419533333333334
2012-05-18,46823939.22,0,67.63822222222223,175.62733507555555,7.419533333333334
2012-05-25,47892463.31,0,71.79555555555557,175.6152616088889,7.419533333333334
2012-06-01,48281649.72,0,72.94377777777778,175.6031881577778,7.419533333333334
2012-06-08,49651171.78,0,71.99133333333333,175.5911146888889,7.419533333333334
2012-06-15,48412110.7,0,75.04644444444445,175.58820182444444,7.419533333333334
2012-06-22,47668284.97,0,77.76911111111112,175.60819051333334,7.419533333333334
2012-06-29,46597112.12,0,80.3531111111111,175.6281792088889,7.419533333333334
2012-07-06,51253021.88,0,80.05466666666666,175.64816785333332,7.237333333333334
2012-07-13,46099732.1,0,78.93866666666666,175.66815653777778,7.237333333333334
2012-07-20,46059543.45,0,78.77644444444445,175.67352229333332,7.237333333333334
2012-07-27,44097154.97,0,79.84422222222223,175.67888806222223,7.237333333333334
2012-08-03,47485899.56,0,80.33644444444444,175.68425383555555,7.237333333333334
2012-08-10,47403451.04,0,81.58022222222222,175.6896196111111,7.237333333333334
2012-08-17,47354452.05,0,79.43222222222222,175.74352702222222,7.237333333333334
2012-08-24,47447323.6,0,74.59288888888888,175.83384071333333,7.237333333333334
2012-08-31,47159639.43,0,77.79355555555556,175.92415436666667,7.237333333333334
2012-09-07,48330059.31,1,78.03866666666666,176.01446808666665,7.237333333333334
2012-09-14,44226038.65,0,70.23822222222222,176.11066033777777,7.237333333333334
2012-09-21,44354547.11,0,67.92488888888889,176.24212404444444,7.237333333333334
2012-09-28,43734899.4,0,68.75444444444445,176.37358777777777,7.237333333333334
2012-10-05,47566639.31,0,65.97311111111111,176.50505150444445,6.953711111111111
2012-10-12,46128514.25,0,58.342666666666666,176.63651522,6.953711111111111
2012-10-19,45122410.57,0,60.70533333333333,176.65261267111111,6.953711111111111
2012-10-26,45544116.29,0,61.05111111111111,176.6494824488889,6.953711111111111
